Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County
Median Annual Earnings,2013,Both sexes,Kilkenny,50 - 59 years,Euro,34718,KILKENNY
Median Annual Earnings,2013,Both sexes,Kilkenny,60 years and over,Euro,23561,KILKENNY
Median Annual Earnings,2013,Both sexes,Kerry,15 - 24 years,Euro,15848,KERRY
Median Annual Earnings,2013,Both sexes,Kerry,15 years and over,Euro,29193,KERRY
Median Annual Earnings,2013,Both sexes,Kerry,25 - 29 years,Euro,25648,KERRY
Median Annual Earnings,2013,Both sexes,Kerry,30 - 39 years,Euro,30740,KERRY
Median Annual Earnings,2013,Both sexes,Kerry,40 - 49 years,Euro,32774,KERRY
Median Annual Earnings,2013,Both sexes,Kerry,50 - 59 years,Euro,32437,KERRY
Median Annual Earnings,2013,Both sexes,Kerry,60 years and over,Euro,20944,KERRY
Median Annual Earnings,2013,Both sexes,Longford,15 - 24 years,Euro,17297,LONGFORD
Median Annual Earnings,2013,Both sexes,Longford,15 years and over,Euro,29540,LONGFORD
Median Annual Earnings,2013,Both sexes,Longford,25 - 29 years,Euro,26484,LONGFORD
Median Annual Earnings,2013,Both sexes,Longford,30 - 39 years,Euro,31620,LONGFORD
Median Annual Earnings,2013,Both sexes,Longford,40 - 49 years,Euro,31790,LONGFORD
Median Annual Earnings,2013,Both sexes,Longford,50 - 59 years,Euro,32777,LONGFORD
Median Annual Earnings,2013,Both sexes,Longford,60 years and over,Euro,24630,LONGFORD
Median Annual Earnings,2013,Both sexes,Louth,15 - 24 years,Euro,15678,LOUTH
Median Annual Earnings,2013,Both sexes,Louth,15 years and over,Euro,30929,LOUTH
Median Annual Earnings,2013,Both sexes,Louth,25 - 29 years,Euro,25230,LOUTH
Median Annual Earnings,2013,Both sexes,Louth,30 - 39 years,Euro,32884,LOUTH
Median Annual Earnings,2013,Both sexes,Louth,40 - 49 years,Euro,35870,LOUTH
Median Annual Earnings,2013,Both sexes,Louth,50 - 59 years,Euro,34716,LOUTH
Median Annual Earnings,2013,Both sexes,Louth,60 years and over,Euro,24212,LOUTH
Median Annual Earnings,2013,Both sexes,Limerick,15 - 24 years,Euro,15539,LIMERICK
Median Annual Earnings,2013,Both sexes,Limerick,15 years and over,Euro,32373,LIMERICK
Median Annual Earnings,2013,Both sexes,Limerick,25 - 29 years,Euro,26097,LIMERICK
Median Annual Earnings,2013,Both sexes,Limerick,30 - 39 years,Euro,34586,LIMERICK
Median Annual Earnings,2013,Both sexes,Limerick,40 - 49 years,Euro,37170,LIMERICK
Median Annual Earnings,2013,Both sexes,Limerick,50 - 59 years,Euro,36537,LIMERICK
Median Annual Earnings,2013,Both sexes,Limerick,60 years and over,Euro,25270,LIMERICK
Median Annual Earnings,2013,Both sexes,Leitrim,15 - 24 years,Euro,15307,LEITRIM
Median Annual Earnings,2013,Both sexes,Leitrim,15 years and over,Euro,31075,LEITRIM
Median Annual Earnings,2013,Both sexes,Leitrim,25 - 29 years,Euro,27558,LEITRIM
Median Annual Earnings,2013,Both sexes,Leitrim,30 - 39 years,Euro,35260,LEITRIM
Median Annual Earnings,2013,Both sexes,Leitrim,40 - 49 years,Euro,34258,LEITRIM
Median Annual Earnings,2013,Both sexes,Leitrim,50 - 59 years,Euro,31210,LEITRIM
Median Annual Earnings,2013,Both sexes,Leitrim,60 years and over,Euro,21387,LEITRIM
Median Annual Earnings,2013,Both sexes,Laois,15 - 24 years,Euro,15616,LAOIS
Median Annual Earnings,2013,Both sexes,Laois,15 years and over,Euro,33284,LAOIS
Median Annual Earnings,2013,Both sexes,Laois,25 - 29 years,Euro,27667,LAOIS
Median Annual Earnings,2013,Both sexes,Laois,30 - 39 years,Euro,36110,LAOIS
Median Annual Earnings,2013,Both sexes,Laois,40 - 49 years,Euro,36755,LAOIS
Median Annual Earnings,2013,Both sexes,Laois,50 - 59 years,Euro,35792,LAOIS
Median Annual Earnings,2013,Both sexes,Laois,60 years and over,Euro,25706,LAOIS
Median Annual Earnings,2013,Both sexes,Meath,15 - 24 years,Euro,17002,MEATH
Median Annual Earnings,2013,Both sexes,Meath,15 years and over,Euro,34722,MEATH
Median Annual Earnings,2013,Both sexes,Meath,25 - 29 years,Euro,27799,MEATH
Median Annual Earnings,2013,Both sexes,Meath,30 - 39 years,Euro,36692,MEATH
Median Annual Earnings,2013,Both sexes,Meath,40 - 49 years,Euro,40180,MEATH
Median Annual Earnings,2013,Both sexes,Meath,50 - 59 years,Euro,37204,MEATH
Median Annual Earnings,2013,Both sexes,Meath,60 years and over,Euro,28606,MEATH
Median Annual Earnings,2013,Both sexes,Monaghan,15 - 24 years,Euro,16162,MONAGHAN
Median Annual Earnings,2013,Both sexes,Monaghan,15 years and over,Euro,27478,MONAGHAN
Median Annual Earnings,2013,Both sexes,Monaghan,25 - 29 years,Euro,25212,MONAGHAN
Median Annual Earnings,2013,Both sexes,Monaghan,30 - 39 years,Euro,30732,MONAGHAN
Median Annual Earnings,2013,Both sexes,Monaghan,40 - 49 years,Euro,30290,MONAGHAN
Median Annual Earnings,2013,Both sexes,Monaghan,50 - 59 years,Euro,30131,MONAGHAN
Median Annual Earnings,2013,Both sexes,Monaghan,60 years and over,Euro,21632,MONAGHAN
Median Annual Earnings,2013,Both sexes,Mayo,15 - 24 years,Euro,14882,MAYO
Median Annual Earnings,2013,Both sexes,Mayo,15 years and over,Euro,30081,MAYO
Median Annual Earnings,2013,Both sexes,Mayo,25 - 29 years,Euro,26164,MAYO
Median Annual Earnings,2013,Both sexes,Mayo,30 - 39 years,Euro,33054,MAYO
Median Annual Earnings,2013,Both sexes,Mayo,40 - 49 years,Euro,33899,MAYO
Median Annual Earnings,2013,Both sexes,Mayo,50 - 59 years,Euro,31980,MAYO
Median Annual Earnings,2013,Both sexes,Mayo,60 years and over,Euro,20090,MAYO
Median Annual Earnings,2013,Both sexes,Offaly,15 - 24 years,Euro,15395,OFFALY
Median Annual Earnings,2013,Both sexes,Offaly,15 years and over,Euro,31315,OFFALY
Median Annual Earnings,2013,Both sexes,Offaly,25 - 29 years,Euro,27002,OFFALY
Median Annual Earnings,2013,Both sexes,Offaly,30 - 39 years,Euro,33328,OFFALY
Median Annual Earnings,2013,Both sexes,Offaly,40 - 49 years,Euro,34332,OFFALY
Median Annual Earnings,2013,Both sexes,Offaly,50 - 59 years,Euro,35337,OFFALY
Median Annual Earnings,2013,Both sexes,Offaly,60 years and over,Euro,25410,OFFALY
Median Annual Earnings,2013,Both sexes,Roscommon,15 - 24 years,Euro,16472,ROSCOMMON
Median Annual Earnings,2013,Both sexes,Roscommon,15 years and over,Euro,31499,ROSCOMMON
Median Annual Earnings,2013,Both sexes,Roscommon,25 - 29 years,Euro,26405,ROSCOMMON
Median Annual Earnings,2013,Both sexes,Roscommon,30 - 39 years,Euro,35268,ROSCOMMON
Median Annual Earnings,2013,Both sexes,Roscommon,40 - 49 years,Euro,35198,ROSCOMMON
Median Annual Earnings,2013,Both sexes,Roscommon,50 - 59 years,Euro,32309,ROSCOMMON
Median Annual Earnings,2013,Both sexes,Roscommon,60 years and over,Euro,22298,ROSCOMMON
Median Annual Earnings,2013,Both sexes,Sligo,15 - 24 years,Euro,15213,SLIGO
Median Annual Earnings,2013,Both sexes,Sligo,15 years and over,Euro,32358,SLIGO
Median Annual Earnings,2013,Both sexes,Sligo,25 - 29 years,Euro,26224,SLIGO
Median Annual Earnings,2013,Both sexes,Sligo,30 - 39 years,Euro,33479,SLIGO
Median Annual Earnings,2013,Both sexes,Sligo,40 - 49 years,Euro,36342,SLIGO
Median Annual Earnings,2013,Both sexes,Sligo,50 - 59 years,Euro,35321,SLIGO
Median Annual Earnings,2013,Both sexes,Sligo,60 years and over,Euro,24994,SLIGO
Median Annual Earnings,2013,Both sexes,Tipperary,15 - 24 years,Euro,15698,TIPPERARY
Median Annual Earnings,2013,Both sexes,Tipperary,15 years and over,Euro,31242,TIPPERARY
Median Annual Earnings,2013,Both sexes,Tipperary,25 - 29 years,Euro,27005,TIPPERARY
Median Annual Earnings,2013,Both sexes,Tipperary,30 - 39 years,Euro,34056,TIPPERARY
Median Annual Earnings,2013,Both sexes,Tipperary,40 - 49 years,Euro,34896,TIPPERARY
Median Annual Earnings,2013,Both sexes,Tipperary,50 - 59 years,Euro,33096,TIPPERARY
Median Annual Earnings,2013,Both sexes,Tipperary,60 years and over,Euro,22724,TIPPERARY
Median Annual Earnings,2013,Both sexes,Waterford,15 - 24 years,Euro,15034,WATERFORD
Median Annual Earnings,2013,Both sexes,Waterford,15 years and over,Euro,31648,WATERFORD
Median Annual Earnings,2013,Both sexes,Waterford,25 - 29 years,Euro,25286,WATERFORD
Median Annual Earnings,2013,Both sexes,Waterford,30 - 39 years,Euro,34679,WATERFORD
Median Annual Earnings,2013,Both sexes,Waterford,40 - 49 years,Euro,36864,WATERFORD
Median Annual Earnings,2013,Both sexes,Waterford,50 - 59 years,Euro,35276,WATERFORD
Median Annual Earnings,2013,Both sexes,Waterford,60 years and over,Euro,24039,WATERFORD
Median Annual Earnings,2013,Both sexes,Wicklow,15 - 24 years,Euro,15798,WICKLOW
Median Annual Earnings,2013,Both sexes,Wicklow,15 years and over,Euro,33771,WICKLOW
Median Annual Earnings,2013,Both sexes,Wicklow,25 - 29 years,Euro,26356,WICKLOW
Median Annual Earnings,2013,Both sexes,Wicklow,30 - 39 years,Euro,36192,WICKLOW
Median Annual Earnings,2013,Both sexes,Wicklow,40 - 49 years,Euro,39995,WICKLOW
Median Annual Earnings,2013,Both sexes,Wicklow,50 - 59 years,Euro,37056,WICKLOW
Median Annual Earnings,2013,Both sexes,Wicklow,60 years and over,Euro,27117,WICKLOW
Median Annual Earnings,2013,Both sexes,Westmeath,15 - 24 years,Euro,15940,WESTMEATH
Median Annual Earnings,2013,Both sexes,Westmeath,15 years and over,Euro,32160,WESTMEATH
Median Annual Earnings,2013,Both sexes,Westmeath,25 - 29 years,Euro,26102,WESTMEATH
Median Annual Earnings,2013,Both sexes,Westmeath,30 - 39 years,Euro,34896,WESTMEATH
Median Annual Earnings,2013,Both sexes,Westmeath,40 - 49 years,Euro,36079,WESTMEATH
Median Annual Earnings,2013,Both sexes,Westmeath,50 - 59 years,Euro,35996,WESTMEATH
Median Annual Earnings,2013,Both sexes,Westmeath,60 years and over,Euro,24919,WESTMEATH
Median Annual Earnings,2013,Both sexes,Wexford,15 - 24 years,Euro,15848,WEXFORD
Median Annual Earnings,2013,Both sexes,Wexford,15 years and over,Euro,29002,WEXFORD
Median Annual Earnings,2013,Both sexes,Wexford,25 - 29 years,Euro,25526,WEXFORD
Median Annual Earnings,2013,Both sexes,Wexford,30 - 39 years,Euro,31280,WEXFORD
Median Annual Earnings,2013,Both sexes,Wexford,40 - 49 years,Euro,32188,WEXFORD
Median Annual Earnings,2013,Both sexes,Wexford,50 - 59 years,Euro,31585,WEXFORD
Median Annual Earnings,2013,Both sexes,Wexford,60 years and over,Euro,21568,WEXFORD
Median Annual Earnings,2013,Both sexes,Ireland,15 - 24 years,Euro,16024,IRELAND
Median Annual Earnings,2013,Both sexes,Ireland,15 years and over,Euro,33059,IRELAND
Median Annual Earnings,2013,Both sexes,Ireland,25 - 29 years,Euro,27055,IRELAND
Median Annual Earnings,2013,Both sexes,Ireland,30 - 39 years,Euro,35625,IRELAND
Median Annual Earnings,2013,Both sexes,Ireland,40 - 49 years,Euro,38000,IRELAND
Median Annual Earnings,2013,Both sexes,Ireland,50 - 59 years,Euro,36502,IRELAND
Median Annual Earnings,2013,Both sexes,Ireland,60 years and over,Euro,25979,IRELAND
Median Annual Earnings,2013,Male,Clare,15 - 24 years,Euro,17093,CLARE
Median Annual Earnings,2013,Male,Clare,15 years and over,Euro,36764,CLARE
Median Annual Earnings,2013,Male,Clare,25 - 29 years,Euro,27974,CLARE
Median Annual Earnings,2013,Male,Clare,30 - 39 years,Euro,35836,CLARE
Median Annual Earnings,2013,Male,Clare,40 - 49 years,Euro,44226,CLARE
Median Annual Earnings,2013,Male,Clare,50 - 59 years,Euro,44711,CLARE
Median Annual Earnings,2013,Male,Clare,60 years and over,Euro,30420,CLARE
Median Annual Earnings,2013,Male,Cork,15 - 24 years,Euro,17338,CORK
Median Annual Earnings,2013,Male,Cork,15 years and over,Euro,38316,CORK
Median Annual Earnings,2013,Male,Cork,25 - 29 years,Euro,28812,CORK
Median Annual Earnings,2013,Male,Cork,30 - 39 years,Euro,38466,CORK
Median Annual Earnings,2013,Male,Cork,40 - 49 years,Euro,46967,CORK
Median Annual Earnings,2013,Male,Cork,50 - 59 years,Euro,45952,CORK
Median Annual Earnings,2013,Male,Cork,60 years and over,Euro,32532,CORK
Median Annual Earnings,2013,Male,Cavan,15 - 24 years,Euro,18378,CAVAN
Median Annual Earnings,2013,Male,Cavan,15 years and over,Euro,32523,CAVAN
Median Annual Earnings,2013,Male,Cavan,25 - 29 years,Euro,26729,CAVAN
Median Annual Earnings,2013,Male,Cavan,30 - 39 years,Euro,33408,CAVAN
Median Annual Earnings,2013,Male,Cavan,40 - 49 years,Euro,36802,CAVAN
Median Annual Earnings,2013,Male,Cavan,50 - 59 years,Euro,38224,CAVAN
Median Annual Earnings,2013,Male,Cavan,60 years and over,Euro,30125,CAVAN
Median Annual Earnings,2013,Male,Carlow,15 - 24 years,Euro,18000,CARLOW
Median Annual Earnings,2013,Male,Carlow,15 years and over,Euro,32958,CARLOW
Median Annual Earnings,2013,Male,Carlow,25 - 29 years,Euro,28094,CARLOW
Median Annual Earnings,2013,Male,Carlow,30 - 39 years,Euro,33700,CARLOW
Median Annual Earnings,2013,Male,Carlow,40 - 49 years,Euro,37986,CARLOW
Median Annual Earnings,2013,Male,Carlow,50 - 59 years,Euro,36983,CARLOW
Median Annual Earnings,2013,Male,Carlow,60 years and over,Euro,28274,CARLOW
Median Annual Earnings,2013,Male,Donegal,15 - 24 years,Euro,15600,DONEGAL
Median Annual Earnings,2013,Male,Donegal,15 years and over,Euro,28189,DONEGAL
Median Annual Earnings,2013,Male,Donegal,25 - 29 years,Euro,23211,DONEGAL
Median Annual Earnings,2013,Male,Donegal,30 - 39 years,Euro,29517,DONEGAL
Median Annual Earnings,2013,Male,Donegal,40 - 49 years,Euro,33661,DONEGAL
Median Annual Earnings,2013,Male,Donegal,50 - 59 years,Euro,34455,DONEGAL
Median Annual Earnings,2013,Male,Donegal,60 years and over,Euro,23212,DONEGAL
Median Annual Earnings,2013,Male,Dublin,15 - 24 years,Euro,17281,DUBLIN
Median Annual Earnings,2013,Male,Dublin,15 years and over,Euro,39790,DUBLIN
Median Annual Earnings,2013,Male,Dublin,25 - 29 years,Euro,28654,DUBLIN
Median Annual Earnings,2013,Male,Dublin,30 - 39 years,Euro,39360,DUBLIN
Median Annual Earnings,2013,Male,Dublin,40 - 49 years,Euro,49487,DUBLIN
Median Annual Earnings,2013,Male,Dublin,50 - 59 years,Euro,50082,DUBLIN
Median Annual Earnings,2013,Male,Dublin,60 years and over,Euro,37754,DUBLIN
Median Annual Earnings,2013,Male,Galway,15 - 24 years,Euro,16581,GALWAY
Median Annual Earnings,2013,Male,Galway,15 years and over,Euro,34557,GALWAY
Median Annual Earnings,2013,Male,Galway,25 - 29 years,Euro,26842,GALWAY
Median Annual Earnings,2013,Male,Galway,30 - 39 years,Euro,34999,GALWAY
Median Annual Earnings,2013,Male,Galway,40 - 49 years,Euro,41108,GALWAY
Median Annual Earnings,2013,Male,Galway,50 - 59 years,Euro,40170,GALWAY
Median Annual Earnings,2013,Male,Galway,60 years and over,Euro,29574,GALWAY
Median Annual Earnings,2013,Male,Kildare,15 - 24 years,Euro,17753,KILDARE
Median Annual Earnings,2013,Male,Kildare,15 years and over,Euro,40128,KILDARE
Median Annual Earnings,2013,Male,Kildare,25 - 29 years,Euro,28657,KILDARE
Median Annual Earnings,2013,Male,Kildare,30 - 39 years,Euro,39979,KILDARE
Median Annual Earnings,2013,Male,Kildare,40 - 49 years,Euro,49824,KILDARE
Median Annual Earnings,2013,Male,Kildare,50 - 59 years,Euro,48206,KILDARE
Median Annual Earnings,2013,Male,Kildare,60 years and over,Euro,35654,KILDARE
Median Annual Earnings,2013,Male,Kilkenny,15 - 24 years,Euro,16821,KILKENNY
Median Annual Earnings,2013,Male,Kilkenny,15 years and over,Euro,35785,KILKENNY
Median Annual Earnings,2013,Male,Kilkenny,25 - 29 years,Euro,28101,KILKENNY
Median Annual Earnings,2013,Male,Kilkenny,30 - 39 years,Euro,36514,KILKENNY
Median Annual Earnings,2013,Male,Kilkenny,40 - 49 years,Euro,41298,KILKENNY
Median Annual Earnings,2013,Male,Kilkenny,50 - 59 years,Euro,41249,KILKENNY
Median Annual Earnings,2013,Male,Kilkenny,60 years and over,Euro,29406,KILKENNY
Median Annual Earnings,2013,Male,Kerry,15 - 24 years,Euro,16597,KERRY
Median Annual Earnings,2013,Male,Kerry,15 years and over,Euro,32580,KERRY
Median Annual Earnings,2013,Male,Kerry,25 - 29 years,Euro,26336,KERRY
Median Annual Earnings,2013,Male,Kerry,30 - 39 years,Euro,32216,KERRY
Median Annual Earnings,2013,Male,Kerry,40 - 49 years,Euro,37908,KERRY
Median Annual Earnings,2013,Male,Kerry,50 - 59 years,Euro,39282,KERRY
Median Annual Earnings,2013,Male,Kerry,60 years and over,Euro,27757,KERRY
Median Annual Earnings,2013,Male,Longford,15 - 24 years,Euro,18057,LONGFORD
Median Annual Earnings,2013,Male,Longford,15 years and over,Euro,31255,LONGFORD
Median Annual Earnings,2013,Male,Longford,25 - 29 years,Euro,26860,LONGFORD
Median Annual Earnings,2013,Male,Longford,30 - 39 years,Euro,32293,LONGFORD
Median Annual Earnings,2013,Male,Longford,40 - 49 years,Euro,35606,LONGFORD
Median Annual Earnings,2013,Male,Longford,50 - 59 years,Euro,37324,LONGFORD
Median Annual Earnings,2013,Male,Longford,60 years and over,Euro,28893,LONGFORD
Median Annual Earnings,2013,Male,Louth,15 - 24 years,Euro,17012,LOUTH
Median Annual Earnings,2013,Male,Louth,15 years and over,Euro,34578,LOUTH
Median Annual Earnings,2013,Male,Louth,25 - 29 years,Euro,26458,LOUTH
Median Annual Earnings,2013,Male,Louth,30 - 39 years,Euro,34500,LOUTH
Median Annual Earnings,2013,Male,Louth,40 - 49 years,Euro,41340,LOUTH
Median Annual Earnings,2013,Male,Louth,50 - 59 years,Euro,41378,LOUTH
Median Annual Earnings,2013,Male,Louth,60 years and over,Euro,28781,LOUTH
Median Annual Earnings,2013,Male,Limerick,15 - 24 years,Euro,16378,LIMERICK
Median Annual Earnings,2013,Male,Limerick,15 years and over,Euro,36672,LIMERICK
Median Annual Earnings,2013,Male,Limerick,25 - 29 years,Euro,27063,LIMERICK
Median Annual Earnings,2013,Male,Limerick,30 - 39 years,Euro,36766,LIMERICK
Median Annual Earnings,2013,Male,Limerick,40 - 49 years,Euro,43989,LIMERICK
Median Annual Earnings,2013,Male,Limerick,50 - 59 years,Euro,44966,LIMERICK
Median Annual Earnings,2013,Male,Limerick,60 years and over,Euro,31252,LIMERICK
Median Annual Earnings,2013,Male,Leitrim,15 - 24 years,Euro,16550,LEITRIM
Median Annual Earnings,2013,Male,Leitrim,15 years and over,Euro,32583,LEITRIM
Median Annual Earnings,2013,Male,Leitrim,25 - 29 years,Euro,27706,LEITRIM
Median Annual Earnings,2013,Male,Leitrim,30 - 39 years,Euro,35403,LEITRIM
Median Annual Earnings,2013,Male,Leitrim,40 - 49 years,Euro,37292,LEITRIM
Median Annual Earnings,2013,Male,Leitrim,50 - 59 years,Euro,32578,LEITRIM
Median Annual Earnings,2013,Male,Leitrim,60 years and over,Euro,25126,LEITRIM
Median Annual Earnings,2013,Male,Laois,15 - 24 years,Euro,17127,LAOIS
Median Annual Earnings,2013,Male,Laois,15 years and over,Euro,36902,LAOIS
Median Annual Earnings,2013,Male,Laois,25 - 29 years,Euro,27791,LAOIS
Median Annual Earnings,2013,Male,Laois,30 - 39 years,Euro,38438,LAOIS
Median Annual Earnings,2013,Male,Laois,40 - 49 years,Euro,42157,LAOIS
Median Annual Earnings,2013,Male,Laois,50 - 59 years,Euro,42346,LAOIS
Median Annual Earnings,2013,Male,Laois,60 years and over,Euro,30680,LAOIS
Median Annual Earnings,2013,Male,Meath,15 - 24 years,Euro,18192,MEATH
Median Annual Earnings,2013,Male,Meath,15 years and over,Euro,39976,MEATH
Median Annual Earnings,2013,Male,Meath,25 - 29 years,Euro,28056,MEATH
Median Annual Earnings,2013,Male,Meath,30 - 39 years,Euro,39406,MEATH
Median Annual Earnings,2013,Male,Meath,40 - 49 years,Euro,48797,MEATH
Median Annual Earnings,2013,Male,Meath,50 - 59 years,Euro,46786,MEATH
Median Annual Earnings,2013,Male,Meath,60 years and over,Euro,35798,MEATH
Median Annual Earnings,2013,Male,Monaghan,15 - 24 years,Euro,18419,MONAGHAN
Median Annual Earnings,2013,Male,Monaghan,15 years and over,Euro,29220,MONAGHAN
Median Annual Earnings,2013,Male,Monaghan,25 - 29 years,Euro,25924,MONAGHAN
Median Annual Earnings,2013,Male,Monaghan,30 - 39 years,Euro,30615,MONAGHAN
Median Annual Earnings,2013,Male,Monaghan,40 - 49 years,Euro,32454,MONAGHAN
Median Annual Earnings,2013,Male,Monaghan,50 - 59 years,Euro,34692,MONAGHAN
Median Annual Earnings,2013,Male,Monaghan,60 years and over,Euro,24903,MONAGHAN
Median Annual Earnings,2013,Male,Mayo,15 - 24 years,Euro,15994,MAYO
Median Annual Earnings,2013,Male,Mayo,15 years and over,Euro,32440,MAYO
Median Annual Earnings,2013,Male,Mayo,25 - 29 years,Euro,27256,MAYO
