Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County,Mean_Median_Diff,Mean_Median_Diff_Perc
Median Annual Earnings,2015,Both sexes,Meath,25 - 29 years,Euro,28399,MEATH,2021.0,7.11644776224515
Median Annual Earnings,2015,Both sexes,Meath,30 - 39 years,Euro,36570,MEATH,4739.0,12.958709324582992
Median Annual Earnings,2015,Both sexes,Meath,40 - 49 years,Euro,40196,MEATH,8511.0,21.173748631704647
Median Annual Earnings,2015,Both sexes,Meath,50 - 59 years,Euro,37694,MEATH,9007.0,23.89504961001751
Median Annual Earnings,2015,Both sexes,Meath,60 years and over,Euro,29759,MEATH,5932.0,19.933465506233407
Median Annual Earnings,2015,Both sexes,Monaghan,15 - 24 years,Euro,17178,MONAGHAN,646.0,3.760624054022587
Median Annual Earnings,2015,Both sexes,Monaghan,15 years and over,Euro,28080,MONAGHAN,4456.0,15.868945868945868
Median Annual Earnings,2015,Both sexes,Monaghan,25 - 29 years,Euro,26086,MONAGHAN,2333.0,8.943494594801809
Median Annual Earnings,2015,Both sexes,Monaghan,30 - 39 years,Euro,30431,MONAGHAN,3433.0,11.281259242220104
Median Annual Earnings,2015,Both sexes,Monaghan,40 - 49 years,Euro,30458,MONAGHAN,5477.0,17.982139339418215
Median Annual Earnings,2015,Both sexes,Monaghan,50 - 59 years,Euro,30792,MONAGHAN,4798.0,15.581969342686412
Median Annual Earnings,2015,Both sexes,Monaghan,60 years and over,Euro,21196,MONAGHAN,5680.0,26.797508963955462
Median Annual Earnings,2015,Both sexes,Mayo,15 - 24 years,Euro,16224,MAYO,1103.0,6.798570019723866
Median Annual Earnings,2015,Both sexes,Mayo,15 years and over,Euro,30844,MAYO,4322.0,14.01244974711451
Median Annual Earnings,2015,Both sexes,Mayo,25 - 29 years,Euro,27184,MAYO,2465.0,9.067834020011771
Median Annual Earnings,2015,Both sexes,Mayo,30 - 39 years,Euro,33316,MAYO,3309.0,9.932164725657342
Median Annual Earnings,2015,Both sexes,Mayo,40 - 49 years,Euro,34834,MAYO,5623.0,16.142274788999252
Median Annual Earnings,2015,Both sexes,Mayo,50 - 59 years,Euro,32844,MAYO,4560.0,13.883814395323347
Median Annual Earnings,2015,Both sexes,Mayo,60 years and over,Euro,22037,MAYO,5353.0,24.29096519489949
Median Annual Earnings,2015,Both sexes,Offaly,15 - 24 years,Euro,16922,OFFALY,349.0,2.0624039711618014
Median Annual Earnings,2015,Both sexes,Offaly,15 years and over,Euro,31688,OFFALY,4413.0,13.926407472860388
Median Annual Earnings,2015,Both sexes,Offaly,25 - 29 years,Euro,27000,OFFALY,1588.0,5.881481481481481
Median Annual Earnings,2015,Both sexes,Offaly,30 - 39 years,Euro,33492,OFFALY,3238.0,9.66798041323301
Median Annual Earnings,2015,Both sexes,Offaly,40 - 49 years,Euro,34616,OFFALY,5886.0,17.003697712040676
Median Annual Earnings,2015,Both sexes,Offaly,50 - 59 years,Euro,34605,OFFALY,5151.0,14.885132206328565
Median Annual Earnings,2015,Both sexes,Offaly,60 years and over,Euro,28816,OFFALY,3080.0,10.688506385341476
Median Annual Earnings,2015,Both sexes,Roscommon,15 - 24 years,Euro,17224,ROSCOMMON,896.0,5.20204366000929
Median Annual Earnings,2015,Both sexes,Roscommon,15 years and over,Euro,32161,ROSCOMMON,4059.0,12.620876216535555
Median Annual Earnings,2015,Both sexes,Roscommon,25 - 29 years,Euro,28227,ROSCOMMON,2484.0,8.800085024976086
Median Annual Earnings,2015,Both sexes,Roscommon,30 - 39 years,Euro,35097,ROSCOMMON,2379.0,6.778357124540559
Median Annual Earnings,2015,Both sexes,Roscommon,40 - 49 years,Euro,35926,ROSCOMMON,4853.0,13.50832266325224
Median Annual Earnings,2015,Both sexes,Roscommon,50 - 59 years,Euro,33650,ROSCOMMON,4542.0,13.49777117384844
Median Annual Earnings,2015,Both sexes,Roscommon,60 years and over,Euro,24394,ROSCOMMON,4482.0,18.373370500942855
Median Annual Earnings,2015,Both sexes,Sligo,15 - 24 years,Euro,16582,SLIGO,949.0,5.723073211916536
Median Annual Earnings,2015,Both sexes,Sligo,15 years and over,Euro,32974,SLIGO,4155.0,12.600837023109117
Median Annual Earnings,2015,Both sexes,Sligo,25 - 29 years,Euro,26961,SLIGO,2045.0,7.585030228849078
Median Annual Earnings,2015,Both sexes,Sligo,30 - 39 years,Euro,33699,SLIGO,2961.0,8.786610878661088
Median Annual Earnings,2015,Both sexes,Sligo,40 - 49 years,Euro,37241,SLIGO,5065.0,13.600601487607744
Median Annual Earnings,2015,Both sexes,Sligo,50 - 59 years,Euro,36469,SLIGO,4942.0,13.55123529573062
Median Annual Earnings,2015,Both sexes,Sligo,60 years and over,Euro,26206,SLIGO,4242.0,16.187132717698237
Median Annual Earnings,2015,Both sexes,Tipperary,15 - 24 years,Euro,16456,TIPPERARY,1012.0,6.149732620320855
Median Annual Earnings,2015,Both sexes,Tipperary,15 years and over,Euro,31680,TIPPERARY,5093.0,16.07638888888889
Median Annual Earnings,2015,Both sexes,Tipperary,25 - 29 years,Euro,27408,TIPPERARY,2139.0,7.804290718038529
Median Annual Earnings,2015,Both sexes,Tipperary,30 - 39 years,Euro,34171,TIPPERARY,3525.0,10.315764829826461
Median Annual Earnings,2015,Both sexes,Tipperary,40 - 49 years,Euro,35648,TIPPERARY,6447.0,18.08516606822262
Median Annual Earnings,2015,Both sexes,Tipperary,50 - 59 years,Euro,33950,TIPPERARY,5889.0,17.346097201767304
Median Annual Earnings,2015,Both sexes,Tipperary,60 years and over,Euro,24236,TIPPERARY,4819.0,19.883644165703913
Median Annual Earnings,2015,Both sexes,Waterford,15 - 24 years,Euro,15900,WATERFORD,1286.0,8.08805031446541
Median Annual Earnings,2015,Both sexes,Waterford,15 years and over,Euro,31890,WATERFORD,5232.0,16.406396989651927
Median Annual Earnings,2015,Both sexes,Waterford,25 - 29 years,Euro,26273,WATERFORD,2174.0,8.274654588360674
Median Annual Earnings,2015,Both sexes,Waterford,30 - 39 years,Euro,33320,WATERFORD,3310.0,9.933973589435775
Median Annual Earnings,2015,Both sexes,Waterford,40 - 49 years,Euro,37211,WATERFORD,5883.0,15.809841175996345
Median Annual Earnings,2015,Both sexes,Waterford,50 - 59 years,Euro,35414,WATERFORD,6224.0,17.57497035070876
Median Annual Earnings,2015,Both sexes,Waterford,60 years and over,Euro,25052,WATERFORD,5444.0,21.730799936132843
Median Annual Earnings,2015,Both sexes,Wicklow,15 - 24 years,Euro,16372,WICKLOW,858.0,5.2406547764475935
Median Annual Earnings,2015,Both sexes,Wicklow,15 years and over,Euro,34239,WICKLOW,8194.0,23.931773708344284
Median Annual Earnings,2015,Both sexes,Wicklow,25 - 29 years,Euro,27004,WICKLOW,2082.0,7.709968893497259
Median Annual Earnings,2015,Both sexes,Wicklow,30 - 39 years,Euro,36043,WICKLOW,5213.0,14.463279971145576
Median Annual Earnings,2015,Both sexes,Wicklow,40 - 49 years,Euro,40576,WICKLOW,11183.0,27.560626971608833
Median Annual Earnings,2015,Both sexes,Wicklow,50 - 59 years,Euro,37171,WICKLOW,9352.0,25.159398455785425
Median Annual Earnings,2015,Both sexes,Wicklow,60 years and over,Euro,28462,WICKLOW,7160.0,25.156348815965146
Median Annual Earnings,2015,Both sexes,Westmeath,15 - 24 years,Euro,16630,WESTMEATH,1505.0,9.04990980156344
Median Annual Earnings,2015,Both sexes,Westmeath,15 years and over,Euro,32740,WESTMEATH,5014.0,15.314599877825291
Median Annual Earnings,2015,Both sexes,Westmeath,25 - 29 years,Euro,27076,WESTMEATH,1727.0,6.378342443492392
Median Annual Earnings,2015,Both sexes,Westmeath,30 - 39 years,Euro,35028,WESTMEATH,3449.0,9.846408587415782
Median Annual Earnings,2015,Both sexes,Westmeath,40 - 49 years,Euro,36590,WESTMEATH,6312.0,17.250614922109865
Median Annual Earnings,2015,Both sexes,Westmeath,50 - 59 years,Euro,35728,WESTMEATH,5748.0,16.08822212270488
Median Annual Earnings,2015,Both sexes,Westmeath,60 years and over,Euro,26689,WESTMEATH,6345.0,23.77383940949455
Median Annual Earnings,2015,Both sexes,Wexford,15 - 24 years,Euro,17241,WEXFORD,664.0,3.8512847282640217
Median Annual Earnings,2015,Both sexes,Wexford,15 years and over,Euro,29645,WEXFORD,4597.0,15.506830831506155
Median Annual Earnings,2015,Both sexes,Wexford,25 - 29 years,Euro,26262,WEXFORD,1987.0,7.5660650369354965
Median Annual Earnings,2015,Both sexes,Wexford,30 - 39 years,Euro,31415,WEXFORD,3508.0,11.16664014006048
Median Annual Earnings,2015,Both sexes,Wexford,40 - 49 years,Euro,33242,WEXFORD,5396.0,16.232476986944228
Median Annual Earnings,2015,Both sexes,Wexford,50 - 59 years,Euro,31654,WEXFORD,5165.0,16.31705313704429
Median Annual Earnings,2015,Both sexes,Wexford,60 years and over,Euro,23724,WEXFORD,5726.0,24.13589613893104
Median Annual Earnings,2015,Both sexes,Ireland,15 - 24 years,Euro,16940,IRELAND,981.0,5.791027154663518
Median Annual Earnings,2015,Both sexes,Ireland,15 years and over,Euro,33688,IRELAND,7111.0,21.108406554262647
Median Annual Earnings,2015,Both sexes,Ireland,25 - 29 years,Euro,27818,IRELAND,2589.0,9.306923574663887
Median Annual Earnings,2015,Both sexes,Ireland,30 - 39 years,Euro,35666,IRELAND,5021.0,14.077833230527673
Median Annual Earnings,2015,Both sexes,Ireland,40 - 49 years,Euro,38691,IRELAND,9285.0,23.99782895246957
Median Annual Earnings,2015,Both sexes,Ireland,50 - 59 years,Euro,36953,IRELAND,8532.0,23.08878846101805
Median Annual Earnings,2015,Both sexes,Ireland,60 years and over,Euro,27364,IRELAND,6687.0,24.437216781172342
Median Annual Earnings,2015,Male,Clare,15 - 24 years,Euro,18382,CLARE,1115.0,6.0657164617560655
Median Annual Earnings,2015,Male,Clare,15 years and over,Euro,37684,CLARE,8145.0,21.61394756395287
Median Annual Earnings,2015,Male,Clare,25 - 29 years,Euro,27786,CLARE,2374.0,8.543871014179803
Median Annual Earnings,2015,Male,Clare,30 - 39 years,Euro,36268,CLARE,5145.0,14.186059336053821
Median Annual Earnings,2015,Male,Clare,40 - 49 years,Euro,44266,CLARE,9949.0,22.475489088691095
Median Annual Earnings,2015,Male,Clare,50 - 59 years,Euro,46653,CLARE,8727.0,18.706192527811716
Median Annual Earnings,2015,Male,Clare,60 years and over,Euro,31780,CLARE,6987.0,21.985525487728133
Median Annual Earnings,2015,Male,Cork,15 - 24 years,Euro,18090,CORK,930.0,5.140961857379768
Median Annual Earnings,2015,Male,Cork,15 years and over,Euro,38740,CORK,8509.0,21.96437790397522
Median Annual Earnings,2015,Male,Cork,25 - 29 years,Euro,29750,CORK,2062.0,6.93109243697479
Median Annual Earnings,2015,Male,Cork,30 - 39 years,Euro,38509,CORK,5427.0,14.092809473110181
Median Annual Earnings,2015,Male,Cork,40 - 49 years,Euro,47465,CORK,9795.0,20.63625829558622
Median Annual Earnings,2015,Male,Cork,50 - 59 years,Euro,45960,CORK,10071.0,21.912532637075717
Median Annual Earnings,2015,Male,Cork,60 years and over,Euro,33667,CORK,7530.0,22.366115186978348
Median Annual Earnings,2015,Male,Cavan,15 - 24 years,Euro,19420,CAVAN,495.0,2.548918640576725
Median Annual Earnings,2015,Male,Cavan,15 years and over,Euro,32422,CAVAN,6083.0,18.761951761149838
Median Annual Earnings,2015,Male,Cavan,25 - 29 years,Euro,28289,CAVAN,2992.0,10.576549188730603
Median Annual Earnings,2015,Male,Cavan,30 - 39 years,Euro,33106,CAVAN,4678.0,14.130369117380535
Median Annual Earnings,2015,Male,Cavan,40 - 49 years,Euro,37077,CAVAN,7297.0,19.68066456293659
Median Annual Earnings,2015,Male,Cavan,50 - 59 years,Euro,36134,CAVAN,6777.0,18.755189018652793
Median Annual Earnings,2015,Male,Cavan,60 years and over,Euro,30052,CAVAN,5429.0,18.065353387461734
Median Annual Earnings,2015,Male,Carlow,15 - 24 years,Euro,18561,CARLOW,595.0,3.2056462475082164
Median Annual Earnings,2015,Male,Carlow,15 years and over,Euro,32624,CARLOW,6282.0,19.25576262873958
Median Annual Earnings,2015,Male,Carlow,25 - 29 years,Euro,27871,CARLOW,2430.0,8.718739908865846
Median Annual Earnings,2015,Male,Carlow,30 - 39 years,Euro,32946,CARLOW,5104.0,15.492017240332666
Median Annual Earnings,2015,Male,Carlow,40 - 49 years,Euro,37918,CARLOW,7437.0,19.613376232923677
Median Annual Earnings,2015,Male,Carlow,50 - 59 years,Euro,36847,CARLOW,7248.0,19.670529486796752
Median Annual Earnings,2015,Male,Carlow,60 years and over,Euro,28923,CARLOW,5595.0,19.344466341665804
Median Annual Earnings,2015,Male,Donegal,15 - 24 years,Euro,17027,DONEGAL,451.0,2.6487343630704174
Median Annual Earnings,2015,Male,Donegal,15 years and over,Euro,28945,DONEGAL,5533.0,19.115564000690966
Median Annual Earnings,2015,Male,Donegal,25 - 29 years,Euro,24444,DONEGAL,1790.0,7.3228604156439205
Median Annual Earnings,2015,Male,Donegal,30 - 39 years,Euro,29892,DONEGAL,4224.0,14.130871136089924
Median Annual Earnings,2015,Male,Donegal,40 - 49 years,Euro,33451,DONEGAL,6062.0,18.122029236794116
Median Annual Earnings,2015,Male,Donegal,50 - 59 years,Euro,34681,DONEGAL,5380.0,15.512816816124102
Median Annual Earnings,2015,Male,Donegal,60 years and over,Euro,24094,DONEGAL,5887.0,24.43346891342243
Median Annual Earnings,2015,Male,Dublin,15 - 24 years,Euro,18162,DUBLIN,1117.0,6.150203722057042
Median Annual Earnings,2015,Male,Dublin,15 years and over,Euro,40044,DUBLIN,12825.0,32.0272700029967
Median Annual Earnings,2015,Male,Dublin,25 - 29 years,Euro,29267,DUBLIN,4503.0,15.38592954522158
Median Annual Earnings,2015,Male,Dublin,30 - 39 years,Euro,39577,DUBLIN,9186.0,23.21045051418753
Median Annual Earnings,2015,Male,Dublin,40 - 49 years,Euro,49250,DUBLIN,16450.0,33.401015228426395
Median Annual Earnings,2015,Male,Dublin,50 - 59 years,Euro,49834,DUBLIN,15758.0,31.62098165910824
Median Annual Earnings,2015,Male,Dublin,60 years and over,Euro,38644,DUBLIN,10640.0,27.533381637511646
Median Annual Earnings,2015,Male,Galway,15 - 24 years,Euro,18018,GALWAY,953.0,5.289155289155289
Median Annual Earnings,2015,Male,Galway,15 years and over,Euro,35510,GALWAY,8249.0,23.23007603491974
Median Annual Earnings,2015,Male,Galway,25 - 29 years,Euro,28654,GALWAY,2232.0,7.789488378585887
Median Annual Earnings,2015,Male,Galway,30 - 39 years,Euro,35417,GALWAY,5487.0,15.49256007002287
Median Annual Earnings,2015,Male,Galway,40 - 49 years,Euro,42090,GALWAY,10457.0,24.844381088144452
Median Annual Earnings,2015,Male,Galway,50 - 59 years,Euro,40169,GALWAY,11068.0,27.553586098732854
Median Annual Earnings,2015,Male,Galway,60 years and over,Euro,30642,GALWAY,7378.0,24.07806278963514
Median Annual Earnings,2015,Male,Kildare,15 - 24 years,Euro,19375,KILDARE,529.0,2.7303225806451614
Median Annual Earnings,2015,Male,Kildare,15 years and over,Euro,40287,KILDARE,9710.0,24.10206766450716
Median Annual Earnings,2015,Male,Kildare,25 - 29 years,Euro,30205,KILDARE,2102.0,6.959112729680516
Median Annual Earnings,2015,Male,Kildare,30 - 39 years,Euro,39920,KILDARE,6335.0,15.869238476953909
Median Annual Earnings,2015,Male,Kildare,40 - 49 years,Euro,49404,KILDARE,10841.0,21.94356732248401
Median Annual Earnings,2015,Male,Kildare,50 - 59 years,Euro,47842,KILDARE,10910.0,22.80423059236654
Median Annual Earnings,2015,Male,Kildare,60 years and over,Euro,36036,KILDARE,9600.0,26.64002664002664
Median Annual Earnings,2015,Male,Kilkenny,15 - 24 years,Euro,17351,KILKENNY,902.0,5.198547634142124
Median Annual Earnings,2015,Male,Kilkenny,15 years and over,Euro,35100,KILKENNY,6927.0,19.735042735042736
Median Annual Earnings,2015,Male,Kilkenny,25 - 29 years,Euro,28923,KILKENNY,2021.0,6.987518583826021
Median Annual Earnings,2015,Male,Kilkenny,30 - 39 years,Euro,35326,KILKENNY,5142.0,14.55585121440299
Median Annual Earnings,2015,Male,Kilkenny,40 - 49 years,Euro,40400,KILKENNY,8543.0,21.146039603960396
Median Annual Earnings,2015,Male,Kilkenny,50 - 59 years,Euro,40474,KILKENNY,8254.0,20.393338933636407
Median Annual Earnings,2015,Male,Kilkenny,60 years and over,Euro,30657,KILKENNY,7177.0,23.410640310532667
Median Annual Earnings,2015,Male,Kerry,15 - 24 years,Euro,18162,KERRY,1387.0,7.636824138310759
Median Annual Earnings,2015,Male,Kerry,15 years and over,Euro,33152,KERRY,6803.0,20.52063223938224
Median Annual Earnings,2015,Male,Kerry,25 - 29 years,Euro,27636,KERRY,3344.0,12.100159212621218
Median Annual Earnings,2015,Male,Kerry,30 - 39 years,Euro,33060,KERRY,5679.0,17.17785843920145
Median Annual Earnings,2015,Male,Kerry,40 - 49 years,Euro,38088,KERRY,7090.0,18.614786809493804
Median Annual Earnings,2015,Male,Kerry,50 - 59 years,Euro,38108,KERRY,7062.0,18.531541933452292
Median Annual Earnings,2015,Male,Kerry,60 years and over,Euro,29358,KERRY,7500.0,25.546699366441857
Median Annual Earnings,2015,Male,Longford,15 - 24 years,Euro,19239,LONGFORD,152.0,0.7900618535266906
Median Annual Earnings,2015,Male,Longford,15 years and over,Euro,31855,LONGFORD,5691.0,17.86532726416575
Median Annual Earnings,2015,Male,Longford,25 - 29 years,Euro,27900,LONGFORD,3058.0,10.960573476702509
Median Annual Earnings,2015,Male,Longford,30 - 39 years,Euro,31907,LONGFORD,5100.0,15.983953364465478
Median Annual Earnings,2015,Male,Longford,40 - 49 years,Euro,34968,LONGFORD,6972.0,19.938229238160606
Median Annual Earnings,2015,Male,Longford,50 - 59 years,Euro,37126,LONGFORD,6220.0,16.75375747454614
Median Annual Earnings,2015,Male,Longford,60 years and over,Euro,29860,LONGFORD,4344.0,14.547890154052244
Median Annual Earnings,2015,Male,Louth,15 - 24 years,Euro,18862,LOUTH,470.0,2.4917824196797795
Median Annual Earnings,2015,Male,Louth,15 years and over,Euro,34779,LOUTH,6966.0,20.02932804278444
Median Annual Earnings,2015,Male,Louth,25 - 29 years,Euro,27823,LOUTH,2066.0,7.425511267656256
Median Annual Earnings,2015,Male,Louth,30 - 39 years,Euro,34671,LOUTH,4879.0,14.072279426610136
Median Annual Earnings,2015,Male,Louth,40 - 49 years,Euro,41600,LOUTH,8160.0,19.615384615384617
Median Annual Earnings,2015,Male,Louth,50 - 59 years,Euro,40816,LOUTH,8242.0,20.193061544492355
Median Annual Earnings,2015,Male,Louth,60 years and over,Euro,29570,LOUTH,5782.0,19.553601623266825
Median Annual Earnings,2015,Male,Limerick,15 - 24 years,Euro,17461,LIMERICK,1001.0,5.732775900578432
Median Annual Earnings,2015,Male,Limerick,15 years and over,Euro,36777,LIMERICK,8467.0,23.02254126220192
Median Annual Earnings,2015,Male,Limerick,25 - 29 years,Euro,28664,LIMERICK,2663.0,9.290399106893664
Median Annual Earnings,2015,Male,Limerick,30 - 39 years,Euro,36419,LIMERICK,5345.0,14.67640517312392
Median Annual Earnings,2015,Male,Limerick,40 - 49 years,Euro,44114,LIMERICK,8877.0,20.12286349004851
Median Annual Earnings,2015,Male,Limerick,50 - 59 years,Euro,45002,LIMERICK,11058.0,24.572241233722945
Median Annual Earnings,2015,Male,Limerick,60 years and over,Euro,32498,LIMERICK,8359.0,25.72158286663795
Median Annual Earnings,2015,Male,Leitrim,15 - 24 years,Euro,17410,LEITRIM,747.0,4.290637564618035
Median Annual Earnings,2015,Male,Leitrim,15 years and over,Euro,32904,LEITRIM,5055.0,15.36287381473377
Median Annual Earnings,2015,Male,Leitrim,25 - 29 years,Euro,27291,LEITRIM,2615.0,9.581913451320949
Median Annual Earnings,2015,Male,Leitrim,30 - 39 years,Euro,35949,LEITRIM,2857.0,7.947369885115024
Median Annual Earnings,2015,Male,Leitrim,40 - 49 years,Euro,38689,LEITRIM,6791.0,17.55279278347851
Median Annual Earnings,2015,Male,Leitrim,50 - 59 years,Euro,34956,LEITRIM,4496.0,12.861883510699165
Median Annual Earnings,2015,Male,Leitrim,60 years and over,Euro,25668,LEITRIM,3504.0,13.651238896680692
Median Annual Earnings,2015,Male,Laois,15 - 24 years,Euro,18645,LAOIS,611.0,3.277017967283454
Median Annual Earnings,2015,Male,Laois,15 years and over,Euro,36525,LAOIS,5839.0,15.986310746064339
Median Annual Earnings,2015,Male,Laois,25 - 29 years,Euro,28098,LAOIS,1935.0,6.886611146700833
Median Annual Earnings,2015,Male,Laois,30 - 39 years,Euro,37242,LAOIS,4754.0,12.765157617743409
Median Annual Earnings,2015,Male,Laois,40 - 49 years,Euro,42654,LAOIS,6676.0,15.651521545458808
Median Annual Earnings,2015,Male,Laois,50 - 59 years,Euro,41198,LAOIS,6040.0,14.660905869216952
Median Annual Earnings,2015,Male,Laois,60 years and over,Euro,32473,LAOIS,4628.0,14.25183999014566
Median Annual Earnings,2015,Male,Meath,15 - 24 years,Euro,18592,MEATH,918.0,4.937607573149742
Median Annual Earnings,2015,Male,Meath,15 years and over,Euro,39482,MEATH,9387.0,23.775391317562434
Median Annual Earnings,2015,Male,Meath,25 - 29 years,Euro,29322,MEATH,2402.0,8.191801377805062
Median Annual Earnings,2015,Male,Meath,30 - 39 years,Euro,38882,MEATH,6620.0,17.025873154673114
Median Annual Earnings,2015,Male,Meath,40 - 49 years,Euro,47994,MEATH,10149.0,21.146393299162394
Median Annual Earnings,2015,Male,Meath,50 - 59 years,Euro,46560,MEATH,10369.0,22.270189003436425
Median Annual Earnings,2015,Male,Meath,60 years and over,Euro,35000,MEATH,8576.0,24.502857142857142
Median Annual Earnings,2015,Male,Monaghan,15 - 24 years,Euro,18887,MONAGHAN,580.0,3.0708953248266004
Median Annual Earnings,2015,Male,Monaghan,15 years and over,Euro,29249,MONAGHAN,5365.0,18.342507436151664
Median Annual Earnings,2015,Male,Monaghan,25 - 29 years,Euro,26570,MONAGHAN,2467.0,9.284907790741437
Median Annual Earnings,2015,Male,Monaghan,30 - 39 years,Euro,30508,MONAGHAN,4418.0,14.481447489183164
Median Annual Earnings,2015,Male,Monaghan,40 - 49 years,Euro,32080,MONAGHAN,6950.0,21.664588528678305
Median Annual Earnings,2015,Male,Monaghan,50 - 59 years,Euro,33770,MONAGHAN,5251.0,15.54930411607936
Median Annual Earnings,2015,Male,Monaghan,60 years and over,Euro,24201,MONAGHAN,6696.0,27.66827817032354
Median Annual Earnings,2015,Male,Mayo,15 - 24 years,Euro,17588,MAYO,1125.0,6.396406640891517
Median Annual Earnings,2015,Male,Mayo,15 years and over,Euro,33100,MAYO,5575.0,16.842900302114803
Median Annual Earnings,2015,Male,Mayo,25 - 29 years,Euro,28337,MAYO,2249.0,7.936619966827823
Median Annual Earnings,2015,Male,Mayo,30 - 39 years,Euro,34003,MAYO,4529.0,13.319412992971209
Median Annual Earnings,2015,Male,Mayo,40 - 49 years,Euro,37786,MAYO,7606.0,20.12914836182713
Median Annual Earnings,2015,Male,Mayo,50 - 59 years,Euro,37019,MAYO,6004.0,16.218698506172505
Median Annual Earnings,2015,Male,Mayo,60 years and over,Euro,28172,MAYO,3764.0,13.360783756921766
Median Annual Earnings,2015,Male,Offaly,15 - 24 years,Euro,19171,OFFALY,27.0,0.14083772364508892
Median Annual Earnings,2015,Male,Offaly,15 years and over,Euro,34054,OFFALY,5878.0,17.2608210489223
Median Annual Earnings,2015,Male,Offaly,25 - 29 years,Euro,27941,OFFALY,1237.0,4.427185855910669
Median Annual Earnings,2015,Male,Offaly,30 - 39 years,Euro,34480,OFFALY,4329.0,12.555104408352669
Median Annual Earnings,2015,Male,Offaly,40 - 49 years,Euro,37873,OFFALY,8017.0,21.16811448789375
Median Annual Earnings,2015,Male,Offaly,50 - 59 years,Euro,38314,OFFALY,6787.0,17.71415148509683
Median Annual Earnings,2015,Male,Offaly,60 years and over,Euro,34625,OFFALY,2951.0,8.52274368231047
Median Annual Earnings,2015,Male,Roscommon,15 - 24 years,Euro,18320,ROSCOMMON,804.0,4.388646288209607
Median Annual Earnings,2015,Male,Roscommon,15 years and over,Euro,34782,ROSCOMMON,4800.0,13.800241504226324
Median Annual Earnings,2015,Male,Roscommon,25 - 29 years,Euro,28142,ROSCOMMON,3094.0,10.994243479496838
Median Annual Earnings,2015,Male,Roscommon,30 - 39 years,Euro,36069,ROSCOMMON,3491.0,9.678671435304555
Median Annual Earnings,2015,Male,Roscommon,40 - 49 years,Euro,39846,ROSCOMMON,5610.0,14.07920493901521
Median Annual Earnings,2015,Male,Roscommon,50 - 59 years,Euro,37088,ROSCOMMON,6118.0,16.49590163934426
Median Annual Earnings,2015,Male,Roscommon,60 years and over,Euro,30560,ROSCOMMON,2823.0,9.237565445026178
Median Annual Earnings,2015,Male,Sligo,15 - 24 years,Euro,17328,SLIGO,1063.0,6.134579870729455
Median Annual Earnings,2015,Male,Sligo,15 years and over,Euro,34400,SLIGO,6137.0,17.84011627906977
Median Annual Earnings,2015,Male,Sligo,25 - 29 years,Euro,27486,SLIGO,2660.0,9.677654078439932
Median Annual Earnings,2015,Male,Sligo,30 - 39 years,Euro,33925,SLIGO,4216.0,12.4274134119381
Median Annual Earnings,2015,Male,Sligo,40 - 49 years,Euro,40178,SLIGO,6755.0,16.81268355816616
Median Annual Earnings,2015,Male,Sligo,50 - 59 years,Euro,39528,SLIGO,8174.0,20.679012345679013
Median Annual Earnings,2015,Male,Sligo,60 years and over,Euro,29626,SLIGO,4738.0,15.992709106865592
Median Annual Earnings,2015,Male,Tipperary,15 - 24 years,Euro,17825,TIPPERARY,879.0,4.931276297335203
Median Annual Earnings,2015,Male,Tipperary,15 years and over,Euro,34420,TIPPERARY,7059.0,20.508425334108075
Median Annual Earnings,2015,Male,Tipperary,25 - 29 years,Euro,27868,TIPPERARY,2981.0,10.696856609731592
Median Annual Earnings,2015,Male,Tipperary,30 - 39 years,Euro,34954,TIPPERARY,4620.0,13.217371402414601
Median Annual Earnings,2015,Male,Tipperary,40 - 49 years,Euro,39162,TIPPERARY,9283.0,23.704100914151475
Median Annual Earnings,2015,Male,Tipperary,50 - 59 years,Euro,39179,TIPPERARY,8698.0,22.20066872559279
Median Annual Earnings,2015,Male,Tipperary,60 years and over,Euro,30070,TIPPERARY,5086.0,16.913867642168274
Median Annual Earnings,2015,Male,Waterford,15 - 24 years,Euro,17572,WATERFORD,1160.0,6.601411336216708
Median Annual Earnings,2015,Male,Waterford,15 years and over,Euro,35796,WATERFORD,6670.0,18.633366856632026
Median Annual Earnings,2015,Male,Waterford,25 - 29 years,Euro,27298,WATERFORD,2413.0,8.839475419444648
Median Annual Earnings,2015,Male,Waterford,30 - 39 years,Euro,35620,WATERFORD,3913.0,10.985401459854014
Median Annual Earnings,2015,Male,Waterford,40 - 49 years,Euro,42818,WATERFORD,7491.0,17.49497874725583
Median Annual Earnings,2015,Male,Waterford,50 - 59 years,Euro,41450,WATERFORD,8646.0,20.858866103739444
Median Annual Earnings,2015,Male,Waterford,60 years and over,Euro,31424,WATERFORD,5265.0,16.754709775967413
Median Annual Earnings,2015,Male,Wicklow,15 - 24 years,Euro,17196,WICKLOW,936.0,5.443126308443824
Median Annual Earnings,2015,Male,Wicklow,15 years and over,Euro,38576,WICKLOW,11300.0,29.29282455412692
Median Annual Earnings,2015,Male,Wicklow,25 - 29 years,Euro,27632,WICKLOW,3055.0,11.056022003474233
Median Annual Earnings,2015,Male,Wicklow,30 - 39 years,Euro,37908,WICKLOW,7191.0,18.969610636277302
Median Annual Earnings,2015,Male,Wicklow,40 - 49 years,Euro,48348,WICKLOW,14077.0,29.115992388516588
