Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County,Mean_Median_Diff,Mean_Median_Diff_Perc
Median Annual Earnings,2015,Male,Wicklow,50 - 59 years,Euro,45633,WICKLOW,12734.0,27.905244012008854
Median Annual Earnings,2015,Male,Wicklow,60 years and over,Euro,35396,WICKLOW,8337.0,23.553508871058877
Median Annual Earnings,2015,Male,Westmeath,15 - 24 years,Euro,18390,WESTMEATH,1459.0,7.933659597607395
Median Annual Earnings,2015,Male,Westmeath,15 years and over,Euro,35392,WESTMEATH,6397.0,18.074706148282097
Median Annual Earnings,2015,Male,Westmeath,25 - 29 years,Euro,28339,WESTMEATH,1354.0,4.777867955820601
Median Annual Earnings,2015,Male,Westmeath,30 - 39 years,Euro,36344,WESTMEATH,4611.0,12.687101034558662
Median Annual Earnings,2015,Male,Westmeath,40 - 49 years,Euro,40607,WESTMEATH,8244.0,20.301918388455192
Median Annual Earnings,2015,Male,Westmeath,50 - 59 years,Euro,39818,WESTMEATH,7167.0,17.999397257521725
Median Annual Earnings,2015,Male,Westmeath,60 years and over,Euro,32361,WESTMEATH,6785.0,20.966595593461264
Median Annual Earnings,2015,Male,Wexford,15 - 24 years,Euro,18436,WEXFORD,718.0,3.8945541332176177
Median Annual Earnings,2015,Male,Wexford,15 years and over,Euro,32036,WEXFORD,6235.0,19.462479710325884
Median Annual Earnings,2015,Male,Wexford,25 - 29 years,Euro,27531,WEXFORD,2004.0,7.279067233300643
Median Annual Earnings,2015,Male,Wexford,30 - 39 years,Euro,32306,WEXFORD,5059.0,15.659629790131865
Median Annual Earnings,2015,Male,Wexford,40 - 49 years,Euro,37368,WEXFORD,7125.0,19.067116249197174
Median Annual Earnings,2015,Male,Wexford,50 - 59 years,Euro,36091,WEXFORD,7058.0,19.55612202488155
Median Annual Earnings,2015,Male,Wexford,60 years and over,Euro,28126,WEXFORD,7088.0,25.200881746426795
Median Annual Earnings,2015,Male,Ireland,15 - 24 years,Euro,18178,IRELAND,955.0,5.2536032566839035
Median Annual Earnings,2015,Male,Ireland,15 years and over,Euro,37038,IRELAND,9566.0,25.82752848425941
Median Annual Earnings,2015,Male,Ireland,25 - 29 years,Euro,28632,IRELAND,3168.0,11.064543168482816
Median Annual Earnings,2015,Male,Ireland,30 - 39 years,Euro,37010,IRELAND,6821.0,18.430154012429075
Median Annual Earnings,2015,Male,Ireland,40 - 49 years,Euro,44436,IRELAND,11673.0,26.269241155819607
Median Annual Earnings,2015,Male,Ireland,50 - 59 years,Euro,43977,IRELAND,11360.0,25.831684744298155
Median Annual Earnings,2015,Male,Ireland,60 years and over,Euro,33438,IRELAND,8086.0,24.182068305520666
Median Annual Earnings,2015,Female,Clare,15 - 24 years,Euro,16836,CLARE,439.0,2.6075077215490614
Median Annual Earnings,2015,Female,Clare,15 years and over,Euro,29784,CLARE,4041.0,13.567687348912168
Median Annual Earnings,2015,Female,Clare,25 - 29 years,Euro,26473,CLARE,2750.0,10.387942431911759
Median Annual Earnings,2015,Female,Clare,30 - 39 years,Euro,33402,CLARE,2537.0,7.595353571642416
Median Annual Earnings,2015,Female,Clare,40 - 49 years,Euro,32841,CLARE,4763.0,14.503212447854816
Median Annual Earnings,2015,Female,Clare,50 - 59 years,Euro,31158,CLARE,4173.0,13.393029077604467
Median Annual Earnings,2015,Female,Clare,60 years and over,Euro,19872,CLARE,4567.0,22.98208534621578
Median Annual Earnings,2015,Female,Cork,15 - 24 years,Euro,14891,CORK,1228.0,8.246591901148344
Median Annual Earnings,2015,Female,Cork,15 years and over,Euro,29600,CORK,4422.0,14.93918918918919
Median Annual Earnings,2015,Female,Cork,25 - 29 years,Euro,27020,CORK,1767.0,6.53960029607698
Median Annual Earnings,2015,Female,Cork,30 - 39 years,Euro,33825,CORK,2684.0,7.934959349593496
Median Annual Earnings,2015,Female,Cork,40 - 49 years,Euro,32585,CORK,6092.0,18.695718889059382
Median Annual Earnings,2015,Female,Cork,50 - 59 years,Euro,29739,CORK,5552.0,18.669087729916946
Median Annual Earnings,2015,Female,Cork,60 years and over,Euro,19382,CORK,5154.0,26.591683004849862
Median Annual Earnings,2015,Female,Cavan,15 - 24 years,Euro,16556,CAVAN,1669.0,10.080937424498671
Median Annual Earnings,2015,Female,Cavan,15 years and over,Euro,28476,CAVAN,3468.0,12.178676780446692
Median Annual Earnings,2015,Female,Cavan,25 - 29 years,Euro,26298,CAVAN,2610.0,9.924709103353868
Median Annual Earnings,2015,Female,Cavan,30 - 39 years,Euro,32652,CAVAN,2583.0,7.910694597574421
Median Annual Earnings,2015,Female,Cavan,40 - 49 years,Euro,30610,CAVAN,3649.0,11.920940868997059
Median Annual Earnings,2015,Female,Cavan,50 - 59 years,Euro,28251,CAVAN,3974.0,14.066758698807122
Median Annual Earnings,2015,Female,Cavan,60 years and over,Euro,19445,CAVAN,3802.0,19.552584211879662
Median Annual Earnings,2015,Female,Carlow,15 - 24 years,Euro,15302,CARLOW,1588.0,10.377728401516142
Median Annual Earnings,2015,Female,Carlow,15 years and over,Euro,27907,CARLOW,3699.0,13.254738954384205
Median Annual Earnings,2015,Female,Carlow,25 - 29 years,Euro,24405,CARLOW,2696.0,11.046916615447655
Median Annual Earnings,2015,Female,Carlow,30 - 39 years,Euro,30718,CARLOW,2624.0,8.542222800963604
Median Annual Earnings,2015,Female,Carlow,40 - 49 years,Euro,30601,CARLOW,4635.0,15.146563837783079
Median Annual Earnings,2015,Female,Carlow,50 - 59 years,Euro,29198,CARLOW,3905.0,13.374203712583054
Median Annual Earnings,2015,Female,Carlow,60 years and over,Euro,18736,CARLOW,4884.0,26.067463706233987
Median Annual Earnings,2015,Female,Donegal,15 - 24 years,Euro,13122,DONEGAL,1642.0,12.51333638164914
Median Annual Earnings,2015,Female,Donegal,15 years and over,Euro,26400,DONEGAL,3680.0,13.93939393939394
Median Annual Earnings,2015,Female,Donegal,25 - 29 years,Euro,22324,DONEGAL,3083.0,13.810249059308367
Median Annual Earnings,2015,Female,Donegal,30 - 39 years,Euro,29840,DONEGAL,2000.0,6.702412868632708
Median Annual Earnings,2015,Female,Donegal,40 - 49 years,Euro,29936,DONEGAL,3327.0,11.113709246392304
Median Annual Earnings,2015,Female,Donegal,50 - 59 years,Euro,29025,DONEGAL,3218.0,11.0869939707149
Median Annual Earnings,2015,Female,Donegal,60 years and over,Euro,19364,DONEGAL,4327.0,22.34558975418302
Median Annual Earnings,2015,Female,Dublin,15 - 24 years,Euro,16464,DUBLIN,909.0,5.521137026239067
Median Annual Earnings,2015,Female,Dublin,15 years and over,Euro,32566,DUBLIN,6341.0,19.471227660750476
Median Annual Earnings,2015,Female,Dublin,25 - 29 years,Euro,27609,DUBLIN,2581.0,9.348400883769786
Median Annual Earnings,2015,Female,Dublin,30 - 39 years,Euro,36729,DUBLIN,4485.0,12.2110593808707
Median Annual Earnings,2015,Female,Dublin,40 - 49 years,Euro,37171,DUBLIN,8525.0,22.93454574802938
Median Annual Earnings,2015,Female,Dublin,50 - 59 years,Euro,33742,DUBLIN,6942.0,20.57376563333531
Median Annual Earnings,2015,Female,Dublin,60 years and over,Euro,24613,DUBLIN,5517.0,22.41498395157031
Median Annual Earnings,2015,Female,Galway,15 - 24 years,Euro,15750,GALWAY,988.0,6.273015873015873
Median Annual Earnings,2015,Female,Galway,15 years and over,Euro,31070,GALWAY,3683.0,11.853878339233988
Median Annual Earnings,2015,Female,Galway,25 - 29 years,Euro,27118,GALWAY,2119.0,7.813998082454458
Median Annual Earnings,2015,Female,Galway,30 - 39 years,Euro,34076,GALWAY,2303.0,6.7584223500410845
Median Annual Earnings,2015,Female,Galway,40 - 49 years,Euro,34055,GALWAY,4843.0,14.221112905593893
Median Annual Earnings,2015,Female,Galway,50 - 59 years,Euro,32016,GALWAY,4153.0,12.971639180409795
Median Annual Earnings,2015,Female,Galway,60 years and over,Euro,22560,GALWAY,4958.0,21.97695035460993
Median Annual Earnings,2015,Female,Kildare,15 - 24 years,Euro,16169,KILDARE,896.0,5.541468241697075
Median Annual Earnings,2015,Female,Kildare,15 years and over,Euro,31600,KILDARE,4477.0,14.167721518987342
Median Annual Earnings,2015,Female,Kildare,25 - 29 years,Euro,28034,KILDARE,1502.0,5.357779838767211
Median Annual Earnings,2015,Female,Kildare,30 - 39 years,Euro,35962,KILDARE,2684.0,7.463433624381292
Median Annual Earnings,2015,Female,Kildare,40 - 49 years,Euro,34470,KILDARE,6275.0,18.20423556715985
Median Annual Earnings,2015,Female,Kildare,50 - 59 years,Euro,32146,KILDARE,4853.0,15.096746095937286
Median Annual Earnings,2015,Female,Kildare,60 years and over,Euro,23238,KILDARE,4656.0,20.036147689129873
Median Annual Earnings,2015,Female,Kilkenny,15 - 24 years,Euro,14113,KILKENNY,1556.0,11.025295826542903
Median Annual Earnings,2015,Female,Kilkenny,15 years and over,Euro,29768,KILKENNY,3257.0,10.941279226014512
Median Annual Earnings,2015,Female,Kilkenny,25 - 29 years,Euro,27665,KILKENNY,1628.0,5.88469184890656
Median Annual Earnings,2015,Female,Kilkenny,30 - 39 years,Euro,34222,KILKENNY,1731.0,5.058149728244989
Median Annual Earnings,2015,Female,Kilkenny,40 - 49 years,Euro,32398,KILKENNY,4107.0,12.676708438792518
Median Annual Earnings,2015,Female,Kilkenny,50 - 59 years,Euro,30221,KILKENNY,3685.0,12.193507825684128
Median Annual Earnings,2015,Female,Kilkenny,60 years and over,Euro,17940,KILKENNY,5177.0,28.857302118171685
Median Annual Earnings,2015,Female,Kerry,15 - 24 years,Euro,15611,KERRY,1074.0,6.8797642687848315
Median Annual Earnings,2015,Female,Kerry,15 years and over,Euro,26966,KERRY,4220.0,15.649336201142178
Median Annual Earnings,2015,Female,Kerry,25 - 29 years,Euro,25690,KERRY,2496.0,9.7158427403659
Median Annual Earnings,2015,Female,Kerry,30 - 39 years,Euro,29997,KERRY,3343.0,11.144447778111145
Median Annual Earnings,2015,Female,Kerry,40 - 49 years,Euro,29224,KERRY,4497.0,15.388037229674241
Median Annual Earnings,2015,Female,Kerry,50 - 59 years,Euro,28350,KERRY,4514.0,15.922398589065256
Median Annual Earnings,2015,Female,Kerry,60 years and over,Euro,18442,KERRY,5057.0,27.42110400173517
Median Annual Earnings,2015,Female,Longford,15 - 24 years,Euro,16888,LONGFORD,683.0,4.0442918048318335
Median Annual Earnings,2015,Female,Longford,15 years and over,Euro,28018,LONGFORD,3654.0,13.041616103933185
Median Annual Earnings,2015,Female,Longford,25 - 29 years,Euro,27071,LONGFORD,2237.0,8.263455358132319
Median Annual Earnings,2015,Female,Longford,30 - 39 years,Euro,30950,LONGFORD,3691.0,11.925686591276252
Median Annual Earnings,2015,Female,Longford,40 - 49 years,Euro,29628,LONGFORD,4405.0,14.86769272309977
Median Annual Earnings,2015,Female,Longford,50 - 59 years,Euro,28871,LONGFORD,3307.0,11.454400609608257
Median Annual Earnings,2015,Female,Longford,60 years and over,Euro,21025,LONGFORD,3556.0,16.91319857312723
Median Annual Earnings,2015,Female,Louth,15 - 24 years,Euro,15525,LOUTH,1116.0,7.188405797101449
Median Annual Earnings,2015,Female,Louth,15 years and over,Euro,28473,LOUTH,3831.0,13.454851965019492
Median Annual Earnings,2015,Female,Louth,25 - 29 years,Euro,25636,LOUTH,1593.0,6.213917927913871
Median Annual Earnings,2015,Female,Louth,30 - 39 years,Euro,31088,LOUTH,2692.0,8.659289758106022
Median Annual Earnings,2015,Female,Louth,40 - 49 years,Euro,30901,LOUTH,5096.0,16.491375683634836
Median Annual Earnings,2015,Female,Louth,50 - 59 years,Euro,30182,LOUTH,4116.0,13.63726724537804
Median Annual Earnings,2015,Female,Louth,60 years and over,Euro,21632,LOUTH,4371.0,20.20617603550296
Median Annual Earnings,2015,Female,Limerick,15 - 24 years,Euro,14752,LIMERICK,1368.0,9.273318872017354
Median Annual Earnings,2015,Female,Limerick,15 years and over,Euro,29500,LIMERICK,4201.0,14.240677966101694
Median Annual Earnings,2015,Female,Limerick,25 - 29 years,Euro,26500,LIMERICK,1960.0,7.39622641509434
Median Annual Earnings,2015,Female,Limerick,30 - 39 years,Euro,33257,LIMERICK,2698.0,8.112577803169257
Median Annual Earnings,2015,Female,Limerick,40 - 49 years,Euro,32991,LIMERICK,4807.0,14.570640477706041
Median Annual Earnings,2015,Female,Limerick,50 - 59 years,Euro,30061,LIMERICK,5647.0,18.785136888327067
Median Annual Earnings,2015,Female,Limerick,60 years and over,Euro,20762,LIMERICK,4640.0,22.348521337058088
Median Annual Earnings,2015,Female,Leitrim,15 - 24 years,Euro,14377,LEITRIM,2501.0,17.395840578702092
Median Annual Earnings,2015,Female,Leitrim,15 years and over,Euro,30394,LEITRIM,2522.0,8.297690333618478
Median Annual Earnings,2015,Female,Leitrim,25 - 29 years,Euro,27388,LEITRIM,1934.0,7.061486782532496
Median Annual Earnings,2015,Female,Leitrim,30 - 39 years,Euro,35354,LEITRIM,835.0,2.3618261017140916
Median Annual Earnings,2015,Female,Leitrim,40 - 49 years,Euro,33588,LEITRIM,2959.0,8.809693938311302
Median Annual Earnings,2015,Female,Leitrim,50 - 59 years,Euro,30359,LEITRIM,2839.0,9.351427912645343
Median Annual Earnings,2015,Female,Leitrim,60 years and over,Euro,20111,LEITRIM,4220.0,20.983541345532295
Median Annual Earnings,2015,Female,Laois,15 - 24 years,Euro,14719,LAOIS,1048.0,7.120048916366601
Median Annual Earnings,2015,Female,Laois,15 years and over,Euro,30593,LAOIS,2627.0,8.586931651031282
Median Annual Earnings,2015,Female,Laois,25 - 29 years,Euro,27541,LAOIS,1799.0,6.532079445190806
Median Annual Earnings,2015,Female,Laois,30 - 39 years,Euro,33789,LAOIS,1987.0,5.880612033502027
Median Annual Earnings,2015,Female,Laois,40 - 49 years,Euro,33209,LAOIS,2651.0,7.982775753560782
Median Annual Earnings,2015,Female,Laois,50 - 59 years,Euro,30852,LAOIS,3351.0,10.861532477635162
Median Annual Earnings,2015,Female,Laois,60 years and over,Euro,22745,LAOIS,4372.0,19.221806990547375
Median Annual Earnings,2015,Female,Meath,15 - 24 years,Euro,16564,MEATH,921.0,5.560251147065926
Median Annual Earnings,2015,Female,Meath,15 years and over,Euro,30702,MEATH,4243.0,13.819946583284477
Median Annual Earnings,2015,Female,Meath,25 - 29 years,Euro,27214,MEATH,1978.0,7.268317777614463
Median Annual Earnings,2015,Female,Meath,30 - 39 years,Euro,34287,MEATH,2788.0,8.131361740601394
Median Annual Earnings,2015,Female,Meath,40 - 49 years,Euro,33600,MEATH,4772.0,14.202380952380953
Median Annual Earnings,2015,Female,Meath,50 - 59 years,Euro,30967,MEATH,5383.0,17.38302063486938
Median Annual Earnings,2015,Female,Meath,60 years and over,Euro,22899,MEATH,4536.0,19.808725271845933
Median Annual Earnings,2015,Female,Monaghan,15 - 24 years,Euro,15446,MONAGHAN,628.0,4.065777547585135
Median Annual Earnings,2015,Female,Monaghan,15 years and over,Euro,26400,MONAGHAN,4178.0,15.825757575757576
Median Annual Earnings,2015,Female,Monaghan,25 - 29 years,Euro,25066,MONAGHAN,2794.0,11.14657304715551
Median Annual Earnings,2015,Female,Monaghan,30 - 39 years,Euro,30330,MONAGHAN,2447.0,8.067919551599077
Median Annual Earnings,2015,Female,Monaghan,40 - 49 years,Euro,28743,MONAGHAN,4423.0,15.388094492572105
Median Annual Earnings,2015,Female,Monaghan,50 - 59 years,Euro,28008,MONAGHAN,4743.0,16.934447300771208
Median Annual Earnings,2015,Female,Monaghan,60 years and over,Euro,17120,MONAGHAN,5391.0,31.489485981308412
Median Annual Earnings,2015,Female,Mayo,15 - 24 years,Euro,14664,MAYO,1328.0,9.056192034915439
Median Annual Earnings,2015,Female,Mayo,15 years and over,Euro,28295,MAYO,3705.0,13.094186251987983
Median Annual Earnings,2015,Female,Mayo,25 - 29 years,Euro,25860,MAYO,2909.0,11.249033255993814
Median Annual Earnings,2015,Female,Mayo,30 - 39 years,Euro,32481,MAYO,2351.0,7.238077645392691
Median Annual Earnings,2015,Female,Mayo,40 - 49 years,Euro,31557,MAYO,4328.0,13.714865164622745
Median Annual Earnings,2015,Female,Mayo,50 - 59 years,Euro,29239,MAYO,3618.0,12.373884195765928
Median Annual Earnings,2015,Female,Mayo,60 years and over,Euro,18389,MAYO,4851.0,26.379901027788353
Median Annual Earnings,2015,Female,Offaly,15 - 24 years,Euro,14335,OFFALY,1179.0,8.224625043599582
Median Annual Earnings,2015,Female,Offaly,15 years and over,Euro,28859,OFFALY,3290.0,11.400256419141343
Median Annual Earnings,2015,Female,Offaly,25 - 29 years,Euro,25655,OFFALY,2315.0,9.023582147729487
Median Annual Earnings,2015,Female,Offaly,30 - 39 years,Euro,32145,OFFALY,2445.0,7.6061595893607095
Median Annual Earnings,2015,Female,Offaly,40 - 49 years,Euro,31189,OFFALY,3859.0,12.372952002308507
Median Annual Earnings,2015,Female,Offaly,50 - 59 years,Euro,30600,OFFALY,3567.0,11.656862745098039
Median Annual Earnings,2015,Female,Offaly,60 years and over,Euro,20450,OFFALY,4485.0,21.931540342298288
Median Annual Earnings,2015,Female,Roscommon,15 - 24 years,Euro,15870,ROSCOMMON,1294.0,8.153749212350347
Median Annual Earnings,2015,Female,Roscommon,15 years and over,Euro,29947,ROSCOMMON,3221.0,10.755668347413764
Median Annual Earnings,2015,Female,Roscommon,25 - 29 years,Euro,28299,ROSCOMMON,1911.0,6.752888794657055
Median Annual Earnings,2015,Female,Roscommon,30 - 39 years,Euro,33997,ROSCOMMON,1504.0,4.423919757625673
Median Annual Earnings,2015,Female,Roscommon,40 - 49 years,Euro,32964,ROSCOMMON,3392.0,10.290013347894673
Median Annual Earnings,2015,Female,Roscommon,50 - 59 years,Euro,30624,ROSCOMMON,3598.0,11.748955067920585
Median Annual Earnings,2015,Female,Roscommon,60 years and over,Euro,21050,ROSCOMMON,3941.0,18.72209026128266
Median Annual Earnings,2015,Female,Sligo,15 - 24 years,Euro,15721,SLIGO,970.0,6.170090961134788
Median Annual Earnings,2015,Female,Sligo,15 years and over,Euro,31660,SLIGO,2501.0,7.899557801642451
Median Annual Earnings,2015,Female,Sligo,25 - 29 years,Euro,26140,SLIGO,1861.0,7.119357306809487
Median Annual Earnings,2015,Female,Sligo,30 - 39 years,Euro,33360,SLIGO,1878.0,5.629496402877698
Median Annual Earnings,2015,Female,Sligo,40 - 49 years,Euro,35588,SLIGO,2642.0,7.423850736203215
Median Annual Earnings,2015,Female,Sligo,50 - 59 years,Euro,34564,SLIGO,1956.0,5.659067237588242
Median Annual Earnings,2015,Female,Sligo,60 years and over,Euro,23909,SLIGO,3172.0,13.266970596846376
Median Annual Earnings,2015,Female,Tipperary,15 - 24 years,Euro,15190,TIPPERARY,1238.0,8.15009874917709
Median Annual Earnings,2015,Female,Tipperary,15 years and over,Euro,28859,TIPPERARY,3471.0,12.0274437783707
Median Annual Earnings,2015,Female,Tipperary,25 - 29 years,Euro,26641,TIPPERARY,1725.0,6.474982170338952
Median Annual Earnings,2015,Female,Tipperary,30 - 39 years,Euro,33508,TIPPERARY,2296.0,6.852095022084279
Median Annual Earnings,2015,Female,Tipperary,40 - 49 years,Euro,31691,TIPPERARY,4180.0,13.189864630336688
Median Annual Earnings,2015,Female,Tipperary,50 - 59 years,Euro,29163,TIPPERARY,3611.0,12.382128038953468
Median Annual Earnings,2015,Female,Tipperary,60 years and over,Euro,18538,TIPPERARY,4633.0,24.991908512245118
Median Annual Earnings,2015,Female,Waterford,15 - 24 years,Euro,14073,WATERFORD,1639.0,11.646415121153982
Median Annual Earnings,2015,Female,Waterford,15 years and over,Euro,27550,WATERFORD,4295.0,15.58983666061706
Median Annual Earnings,2015,Female,Waterford,25 - 29 years,Euro,24939,WATERFORD,2325.0,9.32274750390954
Median Annual Earnings,2015,Female,Waterford,30 - 39 years,Euro,31136,WATERFORD,2653.0,8.52068345323741
Median Annual Earnings,2015,Female,Waterford,40 - 49 years,Euro,30760,WATERFORD,4687.0,15.237321196358907
Median Annual Earnings,2015,Female,Waterford,50 - 59 years,Euro,29268,WATERFORD,4363.0,14.90706573732404
Median Annual Earnings,2015,Female,Waterford,60 years and over,Euro,17829,WATERFORD,5653.0,31.706769869314037
Median Annual Earnings,2015,Female,Wicklow,15 - 24 years,Euro,15630,WICKLOW,700.0,4.478566858605246
Median Annual Earnings,2015,Female,Wicklow,15 years and over,Euro,30000,WICKLOW,5113.0,17.043333333333333
Median Annual Earnings,2015,Female,Wicklow,25 - 29 years,Euro,26280,WICKLOW,1344.0,5.114155251141552
Median Annual Earnings,2015,Female,Wicklow,30 - 39 years,Euro,34151,WICKLOW,3243.0,9.496061608737666
Median Annual Earnings,2015,Female,Wicklow,40 - 49 years,Euro,33742,WICKLOW,6588.0,19.52462805998459
Median Annual Earnings,2015,Female,Wicklow,50 - 59 years,Euro,30286,WICKLOW,5777.0,19.074820048867462
Median Annual Earnings,2015,Female,Wicklow,60 years and over,Euro,22091,WICKLOW,5481.0,24.81100900819338
Median Annual Earnings,2015,Female,Westmeath,15 - 24 years,Euro,14988,WESTMEATH,1469.0,9.801174272751535
Median Annual Earnings,2015,Female,Westmeath,15 years and over,Euro,29570,WESTMEATH,4019.0,13.591477849171458
Median Annual Earnings,2015,Female,Westmeath,25 - 29 years,Euro,26000,WESTMEATH,1901.0,7.311538461538461
Median Annual Earnings,2015,Female,Westmeath,30 - 39 years,Euro,33238,WESTMEATH,2453.0,7.380107106324087
